file_name,image_path,gemini_guess,your_guess,user_description,similarity_gemini_vs_your_guess,similarity_gemini_vs_user_description,taxonomy_gemini_main,taxonomy_gemini_ingredients,taxonomy_gemini_categories,usda_main_gemini,usda_sub_gemini,usda_main_manual,usda_sub_manual,usda_main_agreement,Calories,Protein_g,Fat_g,Carbs_g,ServingSize,ServingUnit,Brand,DataType,Description,FDC_ID,MatchConfidence
image_71.png,/images/image_71.png,"strawberries, chicken salad",Strawberries and chicken salad ,Salad And Strawberries,0.9945,0.9513,Chicken Salad,"strawberries, chicken","fruit, protein",Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",True,136.0,0.67,0.3,7.68,,,,SR Legacy,"Strawberries, raw",167762.0,67.0
image_72.png,/images/image_72.png,"milk, bread with jelly",Milk and toast with jam,Milk,0.9404,0.9013,bread with jelly,"milk, bread, jelly","dairy, grains, fruit",Mixed Dishes,Other,Mixed Dishes,Mixed Dishes - Grain-based,True,994.0,10.7,2.15,43.9,,,,SR Legacy,"Bread, white wheat",167532.0,58.0
image_73.png,/images/image_73.png,chocolate truffle,Royce Nama Chocolate,Dark Chocolate,0.9015,0.9231,chocolate truffle,"chocolate, cream, butter, cocoa powder","dessert, chocolate",Snacks and Sweets,Candy,Snacks and Sweets,Candy,True,580.0,6.0,48.0,44.0,50.0,g,"Vande Walle's Candies, Inc.",Branded,CHOCOLATE TRUFFLE,2071257.0,100.0
image_74.png,/images/image_74.png,"omelet with toast and fruit, salmon bagel","Fruit salad(Melon Pieces , blueberrys , strawberrys , pineapple) , omelet with feta cheese and toast",Greek Omelet,0.9232,0.8591,"Omelet with toast and fruit, salmon bagel","Omelet, Toast, Fruit, Salmon, Bagel","Dairy, Grains, Protein, Fruit, Seafood",Mixed Dishes,Mixed Dishes - Sandwiches,Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",True,374.0,12.9,2.3,76.4,,,,SR Legacy,"Crackers, melba toast, wheat",174979.0,52.0
image_75.png,/images/image_75.png,salad,Vegetable Salad,Lunch,0.9474,0.8863,salad,,vegetables,Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,Vegetables,"Vegetables, excluding potatoes",False,151.0,2.63,4.61,27.0,152.0,GRM,"Curation Foods, Inc.",Branded,SALAD,2637940.0,100.0
image_76.png,/images/image_76.png,fruit smoothie,Berry Smoothie With Nut Milk,Berry Smoothie With Nut Milk,0.9079,0.9079,fruit smoothie,fruit,"fruit, beverage",Fruit,Fruits,Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,False,1420.0,0.0,0.0,85.1,,,,SR Legacy,Fruit syrup,167953.0,56.0
image_77.png,/images/image_77.png,beef stew,Beef Stew,Stew,0.9969,0.9393,beef stew,"beef, stew vegetables, broth, seasoning","protein, vegetables",Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",True,85.0,4.24,4.24,7.2,236.0,g,Hormel Foods Corporation ,Branded,BEEF STEW,1958884.0,100.0
image_78.png,/images/image_78.png,grape juice,Red Wine With Grape Juice,Red Wine With Grape Juice,0.9321,0.9321,grape juice,"grapes, water (optional)",fruit juice,Beverages,100% Juice,Alcoholic Beverages,Alcoholic Beverages,False,46.0,0.0,0.0,10.8,240.0,ml,Royal Wine Corporation,Branded,GRAPE JUICE,2084661.0,100.0
image_79.png,/images/image_79.png,Peeled tangerine,Orange,Tangerine,0.9033,0.9318,Peeled tangerine,Tangerine,Fruit,Fruit,Fruits,Fruit,Fruits,True,379.0,3.57,0.0,25.0,28.0,g,Kid Vids Educational Entertainment,Branded,TANGERINE PEEL,2056903.0,93.0
image_80.png,/images/image_80.png,"tamale, orange juice",Tamales and orange Juice,Tamales,0.9799,0.9111,tamale,"tamale, orange juice","corn, meat, fruit juice, beverage",Mixed Dishes,Mixed Dishes - Mexican,Mixed Dishes,Mixed Dishes - Mexican,True,214.0,0.41,0.08,12.2,,,,SR Legacy,Orange Pineapple Juice Blend,167792.0,68.0
image_81.png,/images/image_81.png,Greek Kalamata olives,Trader Joe's Greek Kalamata Olives,Olives,0.9441,0.9363,Kalamata Olives,Kalamata olives,"Fruit, Vegetables",Vegetables,"Vegetables, excluding potatoes",Vegetables,"Vegetables, excluding potatoes",True,179.0,0.0,17.9,7.14,14.0,g,Raley's,Branded,GREEK KALAMATA OLIVES,2123223.0,100.0
image_82.png,/images/image_82.png,"pad thai, spring roll",Pad Thai,Pad Thai,0.9431,0.9431,"pad thai, spring roll",,asian,Mixed Dishes,Mixed Dishes - Asian,Mixed Dishes,Mixed Dishes - Asian,True,88.0,3.51,0.0,17.5,57.0,GRM,,Branded,FOODS THAI SPRING ROLLS,2522480.0,84.0
image_83.png,/images/image_83.png,J.D. Gross dark chocolate,J.D. Gross chocolate,Chocolate,0.9752,0.8881,Dark Chocolate,Chocolate,"Dessert, Snack",Snacks and Sweets,Candy,Snacks and Sweets,Candy,True,546.0,4.88,31.3,61.2,,,,SR Legacy,"Chocolate, dark, 45- 59% cacao solids",170271.0,60.0
image_84.png,/images/image_84.png,red wine,Red Wine,Red Wine,0.9937,0.9937,red wine,"grapes, yeast","beverages, alcohol",Alcoholic Beverages,Alcoholic Beverages,Alcoholic Beverages,Alcoholic Beverages,True,79.0,0.04,0.0,0.27,,,,SR Legacy,"Vinegar, red wine",172240.0,67.0
image_85.png,/images/image_85.png,burrito,Bean Potato Rice Burrito ,Bean Potato Rice Burrito,0.9143,0.9185,burrito,,wraps,Mixed Dishes,Mixed Dishes - Mexican,Mixed Dishes,Mixed Dishes - Mexican,True,212.0,9.41,4.12,32.9,170.0,g,"FRESH & EASY, LLC",Branded,BURRITO,508729.0,100.0
image_86.png,/images/image_86.png,"shortbread bites, water",Willa's Pumpkin Spice Shortbread Bites and water,Cookies,0.9363,0.8633,shortbread bites,"shortbread, water","baked goods, dessert, beverage",Snacks and Sweets,Sweet Bakery Products,Snacks and Sweets,Sweet Bakery Products,True,1610.0,7.14,7.14,72.8,,,,SR Legacy,"Crackers, water biscuits",171856.0,58.0
image_87.png,/images/image_87.png,chocolate smoothie,Protein Shake,Protein Shake,0.8878,0.8878,chocolate smoothie,chocolate,"beverage, dessert",Beverages,Sweetened Beverages,Beverages,Sweetened Beverages,True,216.0,3.8,11.0,28.2,,,,SR Legacy,"Ice creams, chocolate",168809.0,68.0
image_88.png,/images/image_88.png,chocolate chip muffin,Muffin,Muffin,0.9316,0.9316,chocolate chip muffin,"flour, sugar, eggs, butter/oil, chocolate chips","baked goods, dessert, grain",Snacks and Sweets,Sweet Bakery Products,Grains,Quick Breads and Bread Products,False,423.0,4.41,15.9,54.6,113.5,g,"Fernando's Bakery, Inc.",Branded,CHOCOLATE CHIP MUFFIN,2159196.0,100.0
image_89.png,/images/image_89.png,"red wine, Montepulciano D'Abruzzo wine",red wine,Big Glass Red Wine,0.9271,0.8889,Red Wine,Montepulciano D'Abruzzo wine,"Beverage, Alcohol, Wine",Alcoholic Beverages,Alcoholic Beverages,Alcoholic Beverages,Alcoholic Beverages,True,0.0,0.0,0.0,0.0,15.0,ml,"Henry's Marketplace, Inc.",Branded,"RED WINE VINEGAR, RED WINE",2445602.0,58.0
image_90.png,/images/image_90.png,"carrots, pecans, apple slices, peanut butter","Apple slices, Peacans , hummus and pepperoni slices",Apple Carrots Pecans Hummus,0.9341,0.9436,Snack,"carrots, pecans, apple slices, peanut butter","vegetables, nuts, fruit, spreads",Other,Other,Mixed Dishes,Mixed Dishes - Sandwiches,False,210.0,5.52,13.3,17.1,181.0,GRM,Target Stores,Branded,"SLICED APPLES WITH PEANUT BUTTER, PEANUT BUTTER",2661270.0,74.0
image_91.png,/images/image_91.png,custard danish,Pastry Pudding Pretzel ,Pastry Pudding Pretzel,0.8675,0.8701,custard danish,"custard, dough, pastry","dessert, baked goods, dairy",Snacks and Sweets,Sweet Bakery Products,Snacks and Sweets,Sweet Bakery Products,True,101.0,3.1,2.65,16.0,200.0,g,LEBANON VALLEY,Branded,CUSTARD,516227.0,67.0
image_92.png,/images/image_92.png,"Oat drink, Nuts",Oat Milk,Oat Milk,0.9306,0.9306,Oat drink,"Oat drink, Nuts","Beverage, Grains, Nuts",Beverages,Sweetened Beverages,Beverages,Sweetened Beverages,True,348.0,10.4,2.0,72.4,,,,SR Legacy,"Nuts, ginkgo nuts, dried",170175.0,67.0
image_93.png,/images/image_93.png,Liquid in cup,Tea,Tea,0.8638,0.8638,Liquid,Liquid,Beverage,Beverages,Coffee and Tea,Beverages,Coffee and Tea,True,297.0,0.8,3.5,9.1,,,,SR Legacy,"Cream substitute, liquid, light",168097.0,48.0
image_94.png,/images/image_94.png,Tea,Herbal Tea,Herbal Tea,0.9326,0.9326,Tea,"Tea leaves, Water",Beverage,Beverages,Coffee and Tea,Beverages,Coffee and Tea,True,34.0,0.0,0.0,8.46,473.0,ml,Snapple Beverage Corp.,Branded,TEA,540031.0,100.0
image_95.png,/images/image_95.png,soup,Broth ,Soup,0.9358,0.9989,soup,,,Mixed Dishes,Other,Condiments and Sauces,Condiments and Sauces,False,80.0,1.28,5.77,5.13,312.0,g,FRESH & EASY,Branded,SOUP,479971.0,100.0
image_96.png,/images/image_96.png,Coffee,Milk in cup,Earl Grey With Soya Milk,0.8751,0.8488,Coffee,"Coffee beans, Water",Beverages,Beverages,Coffee and Tea,Milk and Dairy,Milk,False,1.0,0.0,0.0,0.28,355.0,ml,"Modern Times, LLC",Branded,COFFEE,2095248.0,100.0
image_97.png,/images/image_97.png,"soup, french fries",Carrot Soup,Carrot Soup,0.8773,0.8773,soup,"soup, french fries","soup, potatoes",Mixed Dishes,Mixed Dishes - Soups,Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,True,282.0,3.41,14.1,35.2,,,,SR Legacy,"DENNY'S, french fries",167672.0,76.0
image_98.png,/images/image_98.png,Rise Kombucha,Kombucha,Kombucha,0.9285,0.9285,Rise Kombucha,Kombucha,"Beverages, Probiotic Drinks",Beverages,Sweetened Beverages,Beverages,Sweetened Beverages,True,21.0,0.0,0.0,5.0,240.0,MLT,"Buddha's Brew, LLC",Branded,KOMBUCHA,2542914.0,76.0
image_99.png,/images/image_99.png,Mon Cheri chocolate,Mon cheri ,Praline,0.9099,0.8644,Mon Cheri,"Chocolate, Cherry, Liqueur, Sugar, Cocoa Butter, Cocoa Mass, Lecithin, Flavors","Confectionery, Dessert, Sweets",Snacks and Sweets,Candy,Snacks and Sweets,Candy,True,2240.0,7.65,29.7,59.4,,,,SR Legacy,"Candies, milk chocolate",167587.0,68.0
image_100.png,/images/image_100.png,cheesy roll,Cheese Scone,Cheese Scone,0.8982,0.834,cheesy roll,"cheese, dough","baked goods, dairy, grain",Mixed Dishes,Mixed Dishes - Grain-based,Mixed Dishes,Mixed Dishes - Grain-based,True,360.0,7.1,18.3,43.7,,,,SR Legacy,"Sweet rolls, cheese",175033.0,69.0
image_101.png,/images/image_101.png,sandwich,Sandwich,Crackers,0.9972,0.867,sandwich,,,Mixed Dishes,Mixed Dishes - Sandwiches,Mixed Dishes,Mixed Dishes - Sandwiches,True,258.0,7.1,11.6,25.8,155.0,g,DELI EXPRESS,Branded,SANDWICH,507441.0,100.0
image_102.png,/images/image_102.png,coffee with cream,Tea with Milk,Tea With Organic Soy Milk,0.8862,0.8137,coffee,"coffee, cream","beverage, dairy",Beverages,Coffee and Tea,Beverages,Coffee and Tea,True,350.0,6.15,34.4,5.52,,,,SR Legacy,"Cheese, cream",173418.0,62.0
image_103.png,/images/image_103.png,Coffee or tea,Coffee or tea ,Coffee Black,0.9968,0.8177,Coffee or Tea,"Coffee beans or Tea leaves, Water",Beverage,Beverages,Coffee and Tea,Beverages,Coffee and Tea,True,259.0,2.06,1.44,10.3,,,,SR Legacy,"SILK Coffee, soymilk",175224.0,50.0
image_104.png,/images/image_104.png,meatballs,Nut ball,Nut Ball,0.8579,0.8548,meatballs,"ground meat, breadcrumbs, eggs, seasoning",protein,Protein Foods,Meats,Snacks and Sweets,Candy,False,235.0,14.1,15.3,10.6,85.0,g,"Quaker Maid Meats, Inc.",Branded,MEATBALLS,2285898.0,100.0
image_105.png,/images/image_105.png,fish and salad sandwich,Fish and salad,Seabass,0.9416,0.8003,fish sandwich,"fish, salad, bread","protein, seafood, vegetables, grains",Mixed Dishes,Mixed Dishes - Sandwiches,Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",True,187.0,16.0,9.26,9.41,,,,SR Legacy,"Fish, tuna salad",175160.0,63.0
image_106.png,/images/image_106.png,cappuccino,Coffee ,Coffee Milk,0.9318,0.8544,cappuccino,"espresso, steamed milk, frothed milk","beverage, coffee",Beverages,Coffee and Tea,Beverages,Coffee and Tea,True,444.0,11.1,22.2,48.9,45.0,g,"Small Planet Foods, Inc.",Branded,CAPPUCCINO,2107681.0,100.0
image_107.png,/images/image_107.png,Unidentifiable food item,egg,Egg,0.8489,0.8382,Unidentifiable food item,,,Other,Other,Protein Foods,Eggs,False,175.0,4.09,5.13,29.2,,,,SR Legacy,"Fast foods, sundae, strawberry",172036.0,50.0
image_108.png,/images/image_108.png,chocolate milk,Chocolate Milk  ,Protien,0.9964,0.8353,chocolate milk,"milk, chocolate",dairy,Milk and Dairy,Flavored Milk,Milk and Dairy,Flavored Milk,True,96.0,3.33,3.33,12.9,240.0,ml,Harris-Teeter Inc.,Branded,CHOCOLATE MILK,2130471.0,100.0
image_109.png,/images/image_109.png,mochi,Mochi ice cream,Mochi Ice Cream,0.9434,0.8795,mochi,"glutinous rice flour, water, sugar","grain, dessert",Grains,Cooked Grains,Snacks and Sweets,Other Desserts,False,300.0,0.0,3.33,66.7,30.0,g,Khong Guan Corporation,Branded,MATCHA MOCHI,2287563.0,59.0
image_110.png,/images/image_110.png,banana,Banana,Pb And Banana,0.9981,0.8734,banana,banana,fruit,Fruit,Fruits,Fruit,Fruits,True,312.0,12.5,6.25,40.6,32.0,g,Wonder Natural Foods Corp,Branded,BANANA,2012128.0,100.0
image_111.png,/images/image_111.png,Drink with powder,Chicory,Chicory,0.8182,0.831,Drink,Powder,Beverage,Beverages,Sweetened Beverages,Vegetables,"Vegetables, excluding potatoes",False,1430.0,10.4,1.04,79.1,,,,SR Legacy,"Spices, onion powder",171327.0,61.0
image_112.png,/images/image_112.png,waffle wrap with egg,Waffle with egg,Waffle With Eggs,0.9614,0.8232,waffle wrap,"waffle, egg","grains, protein",Mixed Dishes,Other,Mixed Dishes,Mixed Dishes - Grain-based,True,658.0,1.96,9.4,16.2,,,,SR Legacy,Potato salad with egg,173343.0,54.0
image_113.png,/images/image_113.png,Coffee,Coffee,Small Mocha Decaf,1.0,0.8679,Coffee,"Coffee beans, Water",Beverage,Beverages,Coffee and Tea,Beverages,Coffee and Tea,True,1.0,0.0,0.0,0.28,355.0,ml,"Modern Times, LLC",Branded,COFFEE,2095248.0,100.0
image_114.png,/images/image_114.png,coffee with foam,Coffee,Coffee,0.9211,0.8175,coffee with foam,"coffee, foam (milk or non-dairy alternative)",beverage,Beverages,Coffee and Tea,Beverages,Coffee and Tea,True,250.0,5.0,10.0,40.0,20.0,GRM,Alamance Foods Inc,Branded,"MOCHA COFFEE FOAM, MOCHA",2502939.0,67.0
image_115.png,/images/image_115.png,sandwich,Peanut butter sandwich ,Pb And J,0.9194,0.867,sandwich,,,Mixed Dishes,Mixed Dishes - Sandwiches,Mixed Dishes,Other,True,258.0,7.1,11.6,25.8,155.0,g,DELI EXPRESS,Branded,SANDWICH,507441.0,100.0
image_116.png,/images/image_116.png,smoothie bowl,Smoothie Bowl,Smoothie Bowl,0.9968,0.8393,smoothie bowl,"smoothie, toppings","fruit, breakfast, dessert",Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,True,45.0,0.56,0.56,10.2,177.0,GRM,Ambrosetti's Sister,Branded,DRAGON FRUIT SMOOTHIE BOWL,2604849.0,67.0
image_117.png,/images/image_117.png,croissant,Croissant,Patties,0.9918,0.8549,croissant,"flour, butter, yeast, sugar, salt, water","bread, baked goods, grains",Grains,"Breads, Rolls, Tortillas",Grains,"Breads, Rolls, Tortillas",True,395.0,4.65,25.6,37.2,43.0,g,"Voila Bakeries, Inc.",Branded,CROISSANT,1903457.0,100.0
image_118.png,/images/image_118.png,yogurt,Yogurt,Quark,0.9981,0.8576,Yogurt,"Milk, Live Cultures","Dairy, Protein",Milk and Dairy,Yogurt,Milk and Dairy,Yogurt,True,62.0,3.52,3.52,4.41,227.0,GRM,Erivan Dairy,Branded,YOGURT,2554062.0,100.0
image_119.png,/images/image_119.png,fried radish cake,Fried Carrot Cake,Fried Carrot Cake,0.9339,0.8227,fried radish cake,"radish, flour, water, oil","vegetables, starch",Mixed Dishes,Mixed Dishes - Asian,Mixed Dishes,Mixed Dishes - Asian,True,271.0,7.9,0.72,63.4,,,,SR Legacy,"Radishes, oriental, dried",168453.0,60.0
image_120.png,/images/image_120.png,chia seed pudding with fruit,Chia pudding with strawberry,Chia Pudding,0.9508,0.8026,chia seed pudding,"chia seeds, fruit","dessert, seeds, fruit",Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,True,593.0,2.09,4.6,23.0,,,,SR Legacy,"Puddings, chocolate, ready-to-eat",168778.0,61.0
image_121.png,/images/image_121.png,dark beer,beer,Beer,0.9345,0.8472,dark beer,"water, malted barley, hops, yeast","beverages, alcohol",Alcoholic Beverages,Alcoholic Beverages,Alcoholic Beverages,Alcoholic Beverages,True,286.0,0.0,0.0,77.6,,,,SR Legacy,"Syrups, corn, dark",168836.0,48.0
image_122.png,/images/image_122.png,pasta with sauce,Pasta with carrot and jalapeno,Macaroni And Cheese,0.8944,0.8223,pasta with sauce,"pasta, sauce","grains, sauce",Mixed Dishes,Mixed Dishes - Grain-based,Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,True,297.0,2.22,0.71,13.9,,,,SR Legacy,"Pasta with tomato sauce, no meat, canned",172100.0,59.0
image_123.png,/images/image_123.png,"egg in a hole with jam, toast with jam, coffee with cream","Egg in a hole , toast with jam and coffee",Toad In A Hole,0.9792,0.8061,"Egg in a hole with jam, toast with jam","Egg, Bread, Jam, Coffee, Cream","Breakfast, Dairy, Grains, Fruit, Protein",Mixed Dishes,Other,Mixed Dishes,Other,True,815.0,2.96,19.1,3.66,,,,SR Legacy,"Cream, fluid, light (coffee cream or table cream)",170857.0,52.0
image_124.png,/images/image_124.png,"potato chips, bacon-wrapped sausages",Chips and bacon wrapped sausages,2 Veg Dogs And Bacon Cut,0.9721,0.8241,"potato chips, bacon-wrapped sausages","potato, salt, oil, bacon, sausage","processed food, snacks, meat, protein",Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",True,532.0,2.94,32.4,56.8,,,,SR Legacy,"Snacks, sweet potato chips, unsalted",174783.0,61.0
image_125.png,/images/image_125.png,tea,tea,Black Tea With Milk,1.0,0.872,tea,"tea leaves, water",beverages,Beverages,Coffee and Tea,Beverages,Coffee and Tea,True,34.0,0.0,0.0,8.46,473.0,ml,Snapple Beverage Corp.,Branded,TEA,540031.0,100.0
image_126.png,/images/image_126.png,oatmeal with almonds,Oatmeal with almonds,Oatmeal Shaved Almonds Honey,0.9984,0.825,oatmeal,"oatmeal, almonds","grains, nuts",Grains,Cooked Cereals,Grains,Cooked Cereals,True,1660.0,3.33,1.67,92.4,,,,SR Legacy,"Candies, nougat, with almonds",169060.0,68.0
image_127.png,/images/image_127.png,tostada with pork,Tacos,Tacos,0.8579,0.8137,Tostada,"Pork, Tostada Shell","Protein, Grains",Mixed Dishes,Mixed Dishes - Mexican,Mixed Dishes,Mixed Dishes - Mexican,True,1980.0,6.15,23.4,64.4,,,,SR Legacy,"Tostada shells, corn",167525.0,56.0
image_128.png,/images/image_128.png,mac and cheese with broccoli,Mac and cheese with broccoli ,Potsticker,0.9971,0.8102,mac and cheese,"macaroni, cheese, broccoli","grains, dairy, vegetables",Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,True,173.0,8.0,8.44,16.0,225.0,g,"Sugar Mountain Capital, LLC",Branded,"BROCCOLI MAC & CHEESE, BROCCOLI",2485273.0,71.0
image_129.png,/images/image_129.png,Meat and cheese dish,Ground beef baked cheese,Ground Beed Baked Cheese,0.9207,0.8243,Meat and cheese dish,"Meat, Cheese","Protein, Dairy",Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",True,1160.0,9.77,24.3,4.9,,,,SR Legacy,"Frankfurter, meat, heated",174615.0,56.0
image_130.png,/images/image_130.png,baklava,Baklava,Baklava,0.9993,0.8663,baklava,"phyllo dough, nuts (walnuts, pistachios, almonds), butter, sugar, honey, lemon juice, spices (cinnamon, cloves)","dessert, pastry, nuts, sweets",Snacks and Sweets,Sweet Bakery Products,Snacks and Sweets,Sweet Bakery Products,True,535.0,6.98,39.5,37.2,43.0,g,Baklava Unlimited,Branded,BAKLAVA,2069838.0,100.0
image_131.png,/images/image_131.png,"salad, avocado, egg casserole",egg casserole with avocado ,Egg Sandwich,0.962,0.8163,"salad, avocado, egg casserole","salad, avocado, egg, casserole","vegetables, fruits, protein, dairy",Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,True,,1.81,20.3,8.32,,,,Foundation,"Avocado, Hass, peeled, raw",2710824.0,64.0
image_132.png,/images/image_132.png,root vegetable lasagna,Root vegetable lasagna,Root Vegetables Lasagne,0.9995,0.8088,root vegetable lasagna,"root vegetables, lasagna noodles, cheese (likely), sauce (likely)","vegetables, grains, dairy",Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,True,580.0,6.87,6.04,14.2,,,,SR Legacy,"Lasagna, Vegetable, frozen, baked",172106.0,65.0
image_133.png,/images/image_133.png,Apple with bite marks,Apple,Apple,0.9112,0.8122,Apple,Apple,Fruit,Fruit,Fruits,Fruit,Fruits,True,724.0,0.39,0.3,42.5,,,,SR Legacy,"Fruit butters, apple",168816.0,70.0
image_134.png,/images/image_134.png,bagel with cream cheese,Bagel with cream cheese  and coffee,Coffee With Creamer,0.9485,0.8227,bagel with cream cheese,"bagel, cream cheese","grains, dairy",Mixed Dishes,Mixed Dishes - Sandwiches,Mixed Dishes,Other,True,128.0,2.79,3.19,22.7,250.8000030517578,g,Five Star Gourmet Foods Inc.,Branded,BAGEL & CREAM CHEESE,1933187.0,88.0
image_135.png,/images/image_135.png,coffee,Black coffee,Breakfast Black Coffee,0.9326,0.866,coffee,"coffee beans, water",beverages,Beverages,Coffee and Tea,Beverages,Coffee and Tea,True,310.0,2.38,23.8,21.4,84.0,g,"Gott Ice Cream, LLC",Branded,COFFEE,2091869.0,100.0
image_136.png,/images/image_136.png,dosa with sauce,Dosa,Dosa,0.9348,0.8179,dosa,"dosa batter, sauce","grains, sauce",Mixed Dishes,Mixed Dishes - Asian,Grains,"Breads, Rolls, Tortillas",False,778.0,3.99,13.8,11.6,,,,SR Legacy,"Sauce, homemade, white, thick",174526.0,59.0
image_137.png,/images/image_137.png,macaroni and cheese,Mac and cheese,Homemade Mac N Cheese,0.9865,0.8499,macaroni and cheese,"macaroni, cheese","grains, dairy",Mixed Dishes,Mixed Dishes - Grain-based,Mixed Dishes,Mixed Dishes - Grain-based,True,102.0,3.4,3.4,14.3,265.0,GRM,Conagra Frozen Foods,Branded,MACARONI AND CHEESE,2618433.0,100.0
image_138.png,/images/image_138.png,"coffee with cream, bagel with peanut butter and jelly","coffee with cream , bagel with peanut butter and jam",Bagel,0.9879,0.8061,Coffee with Cream and Bagel with Peanut Butter and Jelly,"Coffee, Cream, Bagel, Peanut Butter, Jelly","Beverage, Dairy, Grains, Nuts, Fruit",Mixed Dishes,Other,Mixed Dishes,Other,True,608.0,24.5,54.2,17.0,,,,SR Legacy,"Peanut butter with omega-3, creamy",172471.0,64.0
image_139.png,/images/image_139.png,"coleslaw, meat",coleslaw,Coleslaw,0.9488,0.8271,coleslaw with meat,"coleslaw, meat","vegetables, protein",Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,True,144.0,0.91,8.64,15.6,,,,SR Legacy,"KFC, Coleslaw",170340.0,72.0
image_140.png,/images/image_140.png,,nothing,Quinoa Salad,0.8533,1.0,Unknown,,,Other,Other,Other,Other,True,,,,,,,,,,,
image_141.png,/images/image_141.png,tea or coffee,tea,Tea,0.8967,0.8222,beverage,"tea, coffee",beverages,Beverages,Coffee and Tea,Beverages,Coffee and Tea,True,259.0,2.06,1.44,10.3,,,,SR Legacy,"SILK Coffee, soymilk",175224.0,50.0
image_142.png,/images/image_142.png,cheese slices,Cheese Slices,Cheese 3 Oz,0.9885,0.835,cheese slices,cheese,dairy,Milk and Dairy,Cheese,Milk and Dairy,Cheese,True,1640.0,27.0,31.0,1.44,,,,Foundation,"Cheese, swiss",746767.0,80.0
image_143.png,/images/image_143.png,scones,Pumpkin coffee cake,Vegan Pumpkin Coffee Cake,0.8527,0.8517,scones,,baked goods,Grains,Quick Breads and Bread Products,Mixed Dishes,Mixed Dishes - Grain-based,False,406.0,4.69,17.2,57.8,64.0,g,TWO-BITE,Branded,SCONES,505720.0,100.0
image_144.png,/images/image_144.png,,nothing,Half Caf 1Tsp Cacao Manjistha,0.8533,1.0,Unknown,,,Other,Other,Other,Other,True,,,,,,,,,,,
image_145.png,/images/image_145.png,lasagna,Bolognese Mince with Zucchini,Bolognese Mince With Zucchini,0.858,0.8516,lasagna,"pasta sheets, ground meat, tomato sauce, ricotta cheese, mozzarella cheese, parmesan cheese, vegetables (optional)","pasta, Italian food, casserole, comfort food",Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",True,101.0,5.53,4.15,10.1,217.0,GRM,"Scardigno's Prime Meats & Groceries, Inc",Branded,LASAGNA,2586090.0,100.0
image_146.png,/images/image_146.png,roasted soybeans,Roasted soybeans,Natto Beans,0.9991,0.8356,roasted soybeans,soybeans,"protein, legumes",Protein Foods,Plant-based Protein Foods,Protein Foods,Plant-based Protein Foods,True,1870.0,36.5,19.9,30.2,,,,SR Legacy,"Soybeans, mature seeds, raw",174270.0,68.0
image_147.png,/images/image_147.png,Scrambled eggs,3 fried eggs ,3 Egg Omlette Free Frange,0.897,0.8344,Scrambled eggs,Eggs,Protein,Protein Foods,Eggs,Protein Foods,Eggs,True,113.0,11.3,6.45,1.61,124.0,g,"Eggland's Best, Inc.",Branded,SCRAMBLED EGGS,1888770.0,100.0
image_148.png,/images/image_148.png,Soup,Soup,Red Cabbage Soup,1.0,0.857,Soup,,,Mixed Dishes,Mixed Dishes - Soups,Mixed Dishes,Mixed Dishes - Soups,True,84.0,4.21,5.96,5.26,285.0,g,CUISINE ADVENTURES,Branded,SOUP,507595.0,100.0
image_149.png,/images/image_149.png,"Meat pie with tomatoes and wraps, Coffee with cream","coffee with cream , tomatoes ,meatpie and rolls ",Hamm Role And Pork Pie,0.9677,0.8053,Meat pie,"Meat, Tomatoes, Wraps, Coffee, Cream","Meat, Vegetables, Grains, Beverages, Dairy",Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",True,815.0,2.96,19.1,3.66,,,,SR Legacy,"Cream, fluid, light (coffee cream or table cream)",170857.0,55.0
